times,future,Au_TD,diff,ytm
15:13,,386.18,,
15:14,,386.13,,
15:15,,386.2,,
15:16,,386.2,,
15:17,,386.2,,
15:18,,386.23,,
15:19,,386.24,,
15:20,,386.24,,
15:21,,386.24,,
15:22,,386.22,,
15:23,,386.3,,
15:24,,386.3,,
15:25,,386.3,,
15:26,,386.27,,
15:27,,386.27,,
15:28,,386.15,,
